Title,movieId,bag_of_words
The Yard,159261,andersmossling hilalshoman isaakthedoridis koroshmirhosseini månsmånsson ( n o   g e n r e s   l i s t e d )
Under the Pyramid,159263,stinefischerchristensen reinebrynolfsson johanrabaeus léonoreekstrand axelpetersén A d v e n t u r e   D r a m a   T h r i l l e r
Webcam,159267,tarabaerveldt johnbuijsman thomasbuwalda horacecohen marcvanuchelen C o m e d y   D r a m a
Life in a Fishbowl,159271,herahilmar thorkristjansson þorsteinnbachmann sveinnólafurgunnarsson baldvinzophoníasson D r a m a
Tears of Stone,159281,þrösturleógunnarsson rutholafsdottir winfriedwagner ulrichtukur hilmaroddsson ( n o   g e n r e s   l i s t e d )
As in Heaven,159283,tinnagunnlaugsdóttir pierrevaneck sigursteinnbrynjólfsson christiancharmetant kristínjóhannesdóttir ( n o   g e n r e s   l i s t e d )
Havet stiger,159295,gardb.eidsvold petronellabarker piotrbajor filipcentkowski oddvareinarson ( n o   g e n r e s   l i s t e d )
I'm the One You Want,159297,andreabræinhovig dagjohanhaugerud ( n o   g e n r e s   l i s t e d )
Violent,159303,dagnybackerjohnsen marisofieandreassen karlbird brynbowen andrewhuculiak D r a m a
Sons,159307,nilsjørgenkaalstad mikkelbrattsilset edwardschultheiss henrikmestad erikrichterstrand ( n o   g e n r e s   l i s t e d )
Someone to Run With,159311,barbelfer yonatanbar-or yuvalmendelson rinatmatatov odeddavidoff A d v e n t u r e   D r a m a
Pyromaniac,159313,trondnilssen perfrisch livbernhoftosa henrikrafaelsen erikskjoldbjærg ( n o   g e n r e s   l i s t e d )
The Orheim Company,159315,vebjørnenger kristofferjoner ceciliea.mosli glennandrévistebøe arildandresen D r a m a
Only Clouds Move the Stars,159317,theasofierusten jantorekristoffersen annekevonderlippe anderst.andersen torunlian C h i l d r e n   D r a m a
The Angel,159329,tobykebbell marwankenzari hannahware sassongabai arielvromen D r a m a
Falling Sky,159331,kristofferjoner mariabonnevie kimbodnia hildegunriise gunnarvikene C o m e d y   D r a m a
The Liverpool Goalie,159333,askvonderhagen susanneboucher josteinbrox mattissverdrupasker arildandresen C h i l d r e n   C o m e d y
Grand Hotel,159335,gretagarbo johnbarrymore joancrawford wallacebeery edmundgoulding ( n o   g e n r e s   l i s t e d )
Returning Home,159339,åsmundhøeg fredrikgrøndahl ingarhelgegimle liaboysen henrikmartindahlsbakken C h i l d r e n   D r a m a
Beyond Sleep,159345,reinoutscholtenvanaschat jakopahlbom mariaannettetanderøberglyd andersbaasmochristiansen boudewijnkoole ( n o   g e n r e s   l i s t e d )
Beatles,159347,louiswilliams håvardjackwitz halvortangenschultz olenicolaimyrvoldjørgensen peterflinth D r a m a
The Day Will Come,159359,larsmikkelsen sofiegråbøl haraldkaiserhermann albertrudbecklindhardt jesperw.nielsen D r a m a
Cannibal Fog,159365,maltearonsson linuskarlgren kimsønderholm idakarolinjohansson jonaswolcher C o m e d y   H o r r o r
Stolen Spring,159371,fritshelmuth tomasvillumjensen jesperlangberg adamsimonsen peterschrøder D r a m a
Snowland,159385,thomaskretschmann juliajentsch mariaschrader ulrichmühe hansw.geissendörfer D r a m a
Ludo,159391,"kamalikabanerjee joyrajbhattacharya soumendrabhattacharya ananyabiswas qaushiqmukherjee,nikon ( n o   g e n r e s   l i s t e d )"
Ludo,159391,"kamalikabanerjee joyrajbhattacharya soumendrabhattacharya ananyabiswas qaushiqmukherjee,nikon ( n o   g e n r e s   l i s t e d )"
Ludo,172605,"kamalikabanerjee joyrajbhattacharya soumendrabhattacharya ananyabiswas qaushiqmukherjee,nikon H o r r o r"
Ludo,172605,"kamalikabanerjee joyrajbhattacharya soumendrabhattacharya ananyabiswas qaushiqmukherjee,nikon H o r r o r"
Savage,159397,darrenhealy nora-janenoone gerryshanahan brianfortune brendanmuldowney D r a m a   T h r i l l e r
Lamb,159399,rosspartridge oonalaurence jessweixler tombower rosspartridge D r a m a
Kóblic,159401,ricardodarín oscarmartínez inmacuesta sebastiánborensztein C r i m e
Rampo Noir,159405,"tadanobuasano yûkodaike chisakohara masamihoriuchi akiojissôji,atsushikaneko,hisayasusatô,sugurutakeuchi F a n t a s y   H o r r o r   T h r i l l e r"
Film Noir,159407,"markkeller bettinadevin rogerjackson jeffatik d.judjones,ristotopaloski A n i m a t i o n"
The Stool Pigeon,159409,nickcheung nicholastse lun-meikwei kaichiliu dantelam A c t i o n   D r a m a   T h r i l l e r
Swiss Army Man,159415,"pauldano danielradcliffe maryelizabethwinstead antoniaribero dankwan,danielscheinert C o m e d y   D r a m a   R o m a n c e"
The von Trapp Family: A Life of Music,159417,matthewmacfadyen elizabennett rosemaryharris yvonnecatterfeld benverbong D r a m a
A Violent Prosecutor,159419,jung-minhwang dong-wongang jin-mojoo gi-subjung il-hyeonglee C o m e d y   C r i m e
Already Tomorrow in Hong Kong,159427,jamiechung bryangreenberg richardng sarahlian emilyting C o m e d y   R o m a n c e
The Red Siren,159431,jean-marcbarr asiaargento francesbarber andrewtiernan oliviermegaton A d v e n t u r e   D r a m a
I Married Who?,159435,kelliemartin ethanerickson bessarmstrong timothybottoms kevinconnor C o m e d y
Azhar,159437,emraanhashmi nargisfakhri prachidesai laradutta anthonyd'souza D r a m a
The Do-Over,159441,adamsandler davidspade paulapatton kathrynhahn stevenbrill C o m e d y
Office,159443,koasung seong-woobae eui-sungkim sung-woongpark won-chanhong D r a m a
Nise: The Heart of Madness,159445,glóriapires claudiojaborandy flaviobauraqui simonemazzer robertoberliner ( n o   g e n r e s   l i s t e d )
Before I Wake,159447,katebosworth thomasjane jacobtremblay annabethgish mikeflanagan H o r r o r   T h r i l l e r
African Safari,159449,dududouglas-hamilton kevinrichardson benstassen D o c u m e n t a r y
Fifi Howls from Happiness,159467,bahmanmohasses mitrafarahani D o c u m e n t a r y
Sharkansas Women's Prison Massacre,159469,dominiqueswain tracilords christinenguyen cindylucas jimwynorski A c t i o n   H o r r o r   S c i - F i
Evening's Civil Twilight in Empires of Tin,159471,vicchesnutt thierryamar ericcraven t.griffin jemcohen ( n o   g e n r e s   l i s t e d )
Building a Broken Mousetrap,159473,theex jemcohen ( n o   g e n r e s   l i s t e d )
The Bandit Hound,159482,catherinebell juddnelson louferrigno joeflanigan michelledanner C o m e d y
Life on the Line,159484,johntravolta katebosworth devonsawa gilbellows davidhackl A c t i o n
Jack of the Red Hearts,159486,annasophiarobb famkejanssen scottcohen israelbroussard janetgrillo C h i l d r e n   D r a m a
"11 Days, 11 Nights 2",159570,kristinerose ruthcollins fredericklewis mauricedupré joed'amato D r a m a
Deep Blood,159572,"frankbaroni allencort keithkelsch jamescamp raffaeledonato,joed'amato H o r r o r"
The Hyena,159584,cinziaroccaforte jasonsaucier annamariapetrova davidd'ingeo joed'amato R o m a n c e   T h r i l l e r
Abzurdah,159610,eugeniasuárez estebanlamothe gloriacarrá rafaelspregelburd danielagoggi D r a m a   R o m a n c e
The Ones Below,159614,clémencepoésy stephencampbellmoore davidmorrissey laurabirn davidfarr T h r i l l e r
Angel of Destruction,159620,mariaford charliespradling jessicamark antoniobacci charlesphilipmoore A c t i o n   A d v e n t u r e   T h r i l l e r
8213: Gacy House,159622,michaelgaglio jamesarthurlewis brettnewton sylviapanacione anthonyfankhauser C r i m e   H o r r o r   M y s t e r y
11/11/11,159624,jonbriddell erincoker haydenbyerly tracywinters keithallan H o r r o r   T h r i l l e r
Zoombies,159626,ionebutler andrewasper lalanestor kimnielsen glennmiller A c t i o n   H o r r o r   S c i - F i
Holidaze: The Christmas That Almost Didn't Happen,159636,jonathanprince fredsavage fredwillard ediemcclurg davidh.brooks A n i m a t i o n   C h i l d r e n
Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,159638,andersoncooper pearsonmarx stanstokowski alfredvanderbiltiii lizgarbus D o c u m e n t a r y
Christmas in Compton,159644,ayoadeyemi charlotteayanna kamilahbarrett alyciabellamy davidraynr C o m e d y
Decadent Evil,159650,philfondacaro aprilgilbert raelynhennessee c.courtneyjoyner charlesband H o r r o r
Chicken,159652,scottchambers morganwatkins yasminpaige kirstybesterman joestephenson D r a m a
I Am Slave,159656,wunmimosaku isaachdebankolé lubnaazabal igalnaor gabrielrange D r a m a   T h r i l l e r
The Hatching,159680,andrewleepotts thomasturgoose lauraaikman georgiahenshaw michaelanderson C o m e d y   H o r r o r
Point Zero,159684,maxengelke nicromm noratschirner jakobbenkhofer andreasschaap D r a m a   T h r i l l e r
Dead Man's Hand,159686,"albertdupontel marietrintignant sergelarivière boulilanners philippeboon,laurentbrandenbourger H o r r o r"
Peter Rottentail,159688,"bricekennedy davefife johnpolonia brianberry johnpolonia,markpolonia H o r r o r"
Teenage Mutant Ninja Turtles: Out of the Shadows,159690,meganfox willarnett lauralinney stephenamell davegreen A c t i o n   A d v e n t u r e   C o m e d y
The Good Witch,159692,catherinebell chrispotter catherinedisher petermacneill craigpryce C h i l d r e n   D r a m a   F a n t a s y
Grizzly Rage,159694,tylerhoechlin grahamkosakoski brodyharms katetodd daviddecoteau H o r r o r
The Darkness,159696,kevinbacon radhamitchell davidmazouz lucyfry gregmclean H o r r o r   T h r i l l e r
The Pool,159698,kristenmiller elenauhlig paulgrasshoff johnhopkins borisvonsychowski H o r r o r   T h r i l l e r
Fast Getaway,159700,coreyhaim cynthiarothrock leorossi kenlerner spirorazatos A c t i o n   C o m e d y   C r i m e
The Last Dance,159706,maureeno'hara ericstoltz trinialvarado charlesrobinson kevindowling D r a m a
Woman in Witness Protection,159708,nobukomiyamoto masahikonishimura yujimurata kazuyatakahashi jûzôitami ( n o   g e n r e s   l i s t e d )
Tales of a Golden Geisha,159712,nobukomiyamoto masahikotsugawa hiroshiohkôchi ryûnosukekaneda jûzôitami C o m e d y   D r a m a
The Fundamentals of Caring,159717,alexhuff donnabiscoe paulrudd juliadenton robburnett D r a m a
Brexit: The Movie,159721,martindurkin jamesdelingpole simonheffer marklittlewood martindurkin D o c u m e n t a r y
A Knight in Camelot,159725,whoopigoldberg michaelyork palomabaeza simonfenton rogeryoung A d v e n t u r e   C h i l d r e n   C o m e d y   F a n t a s y   S c i - F i
Baby Blood,159727,emmanuelleescourrou christiansinniger jean-françoisgallotte roselynegeslot alainrobak H o r r o r
Jackie Chan: My Stunts,159733,"jackiechan kenlo bradleyjamesallan anthonycarpio jackiechan,xavierlee(co-director) D o c u m e n t a r y"
Elstree 1976,159741,paulblake jeremybulloch johnchapman anthonyforrest jonspira D o c u m e n t a r y
Locked In,159747,benbarnes sarahroemer elizadushku johnnywhitworth surikrishnamma D r a m a   T h r i l l e r
"Bumblefuck, USA",159749,"ryangourley ryanoverton heidim.sallows jeffsmith aarondouglasjohnston,samdejong D r a m a"
Popstar: Never Stop Never Stopping,159755,"andysamberg jormataccone akivaschaffer sarahsilverman akivaschaffer,jormataccone C o m e d y"
Bullet to Beijing,159769,anatolykulbitsky shaughanseymour michaelcaine corinnarichards georgemihalka A c t i o n   D r a m a   T h r i l l e r
Tab Hunter Confidential,159771,clinteastwood robertwagner paulnewman portiaderossi jeffreyschwarz D o c u m e n t a r y
Next Time I'll Aim for the Heart,159773,guillaumecanet anagirardot jean-yvesberteloot patrickazam cédricanger C r i m e   D r a m a   T h r i l l e r
All About Our House,159775,toshiakikarasawa kunietanaka naokitanaka akikoyagi kôkimitani C o m e d y
A Midsummer Night's Dream,159779,kevinkline michellepfeiffer ruperteverett stanleytucci michaelhoffman ( n o   g e n r e s   l i s t e d )
A Midsummer Night's Dream,159779,kevinkline michellepfeiffer ruperteverett stanleytucci michaelhoffman ( n o   g e n r e s   l i s t e d )
A Midsummer Night's Dream,190959,kevinkline michellepfeiffer ruperteverett stanleytucci michaelhoffman C o m e d y
A Midsummer Night's Dream,190959,kevinkline michellepfeiffer ruperteverett stanleytucci michaelhoffman C o m e d y
Guns for Hire,159781,evercarradine michelehicks jeffreydeanmorgan benmendelsohn donnarobinson C o m e d y   D r a m a   T h r i l l e r
United States of Love,159784,juliakijowska magdalenacielecka dorotakolak martanieradkiewicz tomaszwasilewski D r a m a
Lost and Beautiful,159786,tommasocestrone sergiovitolo gesuinopittalis eliogermano pietromarcello D r a m a   F a n t a s y
Future Shock! The Story of 2000AD,159795,danabnett geoffbarrow emmabeeby karenberger paulgoodwin D o c u m e n t a r y
Dark Signal,159799,siwanmorris garethdavid-lloyd joannaignaczewska duncanpow edwardevers-swindell H o r r o r
Old Fashioned: The Story of the Wisconsin Supper Club,159801,tereseallen brendabredahl jimdraeger hollyderuyter D o c u m e n t a r y
Below Zero,159803,stanlaurel oliverhardy jamesparrott H o r r o r   T h r i l l e r
The Making of a Lady,159807,lydiawilson maggiefox sarahridgeway joannalumley richardcursonsmith D r a m a
Urge,159813,piercebrosnan justinchatwin dannymasterson ashleygreene aaronkaufman T h r i l l e r
All the Way,159827,bryancranston anthonymackie melissaleo franklangella jayroach D r a m a
Toad Road,159829,jamesdavidson saraannejones whitleighhiguera jamiesiebold jasonbanker H o r r o r   T h r i l l e r
Bo Burnham: Make Happy,159849,"boburnham boburnham,christopherstorer C o m e d y"
Troublemakers: The Story of Land Art,159851,vitoacconci carlandre germanocelant paulacooper jamescrump D o c u m e n t a r y
Boris - Il film,159853,"lucaamorosino valerioaprea antoninobruschetta paolocalabresi giacomociarrapico,mattiatorre,lucavendruscolo C o m e d y"
The Conjuring 2,159858,patrickwilson verafarmiga madisonwolfe franceso'connor jameswan H o r r o r
Eyes of Crystal,159896,luigilocascio lucíajiménez joséángelegido simónandreu erospuglielli T h r i l l e r
Jigsaw,159898,"mattpassmore tobinbell callumkeithrennie hannahemilyanderson michaelspierig,peterspierig H o r r o r"
Jigsaw,159898,"mattpassmore tobinbell callumkeithrennie hannahemilyanderson michaelspierig,peterspierig H o r r o r"
Jigsaw,176937,"mattpassmore tobinbell callumkeithrennie hannahemilyanderson michaelspierig,peterspierig H o r r o r   T h r i l l e r"
Jigsaw,176937,"mattpassmore tobinbell callumkeithrennie hannahemilyanderson michaelspierig,peterspierig H o r r o r   T h r i l l e r"
Meet the Hitlers,159906,deborahcampbell heathcampbell davidgardner hitlergutierrez matthewogens D o c u m e n t a r y
UFOs: The Best Evidence Ever Caught on Tape,159913,jonathanfrakes chuckriley roberterickson D o c u m e n t a r y
The Final Master,159915,fanliao jiasong wenlijiang shih-chiehking haofengxu A c t i o n   D r a m a
Weiner,159917,"anthonyweiner humaabedin jordanzainweiner barbaramorgan joshkriegman,elysesteinberg D o c u m e n t a r y"
Showdown,159933,rockhudson deanmartin susanclark donaldmoffat georgeseaton D r a m a
The Demented,159942,kaylaewell richardkohnke ashleebrian brittneyalger christopherroosevelt D r a m a   H o r r o r   T h r i l l e r
The Dresser,159944,albertfinney tomcourtenay edwardfox zenawalker peteryates D r a m a
Never Back Down: No Surrender,159970,michaeljaiwhite joshbarnett gillianwhite esaimorales michaeljaiwhite A c t i o n   D r a m a
Approaching the Unknown,159972,markstrong lukewilson sanaalathan andersdanielsenlie markelijahrosenberg D r a m a   S c i - F i   T h r i l l e r
Pelé: Birth of a Legend,159976,"kevindepaula leonardolimacarvalho seujorge mariananunes jeffzimbalist,michaelzimbalist D r a m a"
Bienvenue à bord,159980,franckdubosc valérielemercier gérarddarmon luisaranieri ericlavaine C o m e d y
Douchebag,159982,andrewdickler benyorkjones margueritemoreau nicolevicius drakedoremus C o m e d y   D r a m a
Dead Run,160004,yûyategoshi hanaekan mikinakatani etsushitoyokawa sabu ( n o   g e n r e s   l i s t e d )
Andron,160012,leohoward galeharold michelleryan antoniacampbell-hughes francescocinquemani A c t i o n   S c i - F i
Julia X,160014,valerieazlynn kevinsorbo alicialeighwillis joeldavidmoore p.j.pettiette H o r r o r
Comment c'est loin,160018,"orelsan gringe seydoudoucouré claudeurbiztondollarch christopheoffenstein,orelsan C o m e d y"
The Witness,160020,ferenckállai lajosöze bélaboth zoltánfábri péterbacsó D o c u m e n t a r y
Hard Sell,160056,katrinabowden skylergisondo kristinchenoweth hannahmarks seannalaboff D r a m a
Ghostbusters,160080,billmurray danaykroyd sigourneyweaver haroldramis ivanreitman A c t i o n   C o m e d y   H o r r o r   S c i - F i
Kung Fu Mahjong,160082,"wahyuen qiuyuen rogerkwok theresafu siu-hungchung,jingwong A c t i o n   C o m e d y"
Henry Gamble's Birthday Party,160084,coledoman joekeery elizabethlaidlaw pathealy stephencone D r a m a
You and I,160086,mischabarton shantelvansanten antonyelchin alexkaluzhsky rolandjoffé D r a m a   R o m a n c e   T h r i l l e r
Fatal Contact,160088,jingwu ronaldcheng mikiyeung theresafu dennislaw A c t i o n
The Caretaker,160090,meeganwarner sondrablake seanmartini chanelcelaya jeffprugh H o r r o r
The Caretaker,160090,meeganwarner sondrablake seanmartini chanelcelaya jeffprugh H o r r o r
The Caretaker,167310,meeganwarner sondrablake seanmartini chanelcelaya jeffprugh H o r r o r   T h r i l l e r
The Caretaker,167310,meeganwarner sondrablake seanmartini chanelcelaya jeffprugh H o r r o r   T h r i l l e r
The Condemned 2,160092,randyorton ericroberts wesstudi stevenmichaelquezada roelreiné A c t i o n
Truckfighters,160098,oskarcedermalm eddieglass alfredohernandez pärhjulström joergsteineck D o c u m e n t a r y
Café. Waiting. Love,160100,viviansung brucehung vivianchow meganlai chin-linchiang C o m e d y   R o m a n c e
Scream at the Devil,160102,sharishattuck ericetebari janeparksmith tonytodd josephp.stachura M y s t e r y
Ribbit,160104,seanastin timcurry russellpeters cheramileigh chuckpowers A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y
Confession,160106,kayfrancis ianhunter basilrathbone janebryan joemay C r i m e
Cell,160112,johncusack samuell.jackson isabellefuhrman clarksarullo todwilliams H o r r o r   S c i - F i
Gridlocked,160114,dominicpurcell codyhackman stephenlang trishstratus allanungar A c t i o n
Sorceress,160116,leighharris lynetteharris robertonelson davidmillbern jackhill F a n t a s y   H o r r o r   T h r i l l e r
Sorceress,160116,leighharris lynetteharris robertonelson davidmillbern jackhill F a n t a s y   H o r r o r   T h r i l l e r
Sorceress,172159,leighharris lynetteharris robertonelson davidmillbern jackhill D r a m a   F a n t a s y   H o r r o r
Sorceress,172159,leighharris lynetteharris robertonelson davidmillbern jackhill D r a m a   F a n t a s y   H o r r o r
Route 181: Fragments of a Journey in Palestine-Israel,160118,"michelkhleifi eyalsivan michelkhleifi,eyalsivan D o c u m e n t a r y"
Shadow Run,160120,michaelcaine jamesfox matthewpochin raebaker geoffreyreeve T h r i l l e r
A Dragon Arrives!,160124,amirjadidi ehsangoodarzi amirhomayounghanizadeh naderfallah manihaghighi ( n o   g e n r e s   l i s t e d )
Doomsdays,160128,leofitzpatrick justinrice lauracampbell briancharlesjohnson eddiemullins ( n o   g e n r e s   l i s t e d )
Sonja and the Bull,160131,juditafrankovic goranbogdan dejanacimovic ivogregurevic vlatkavorkapic C o m e d y   R o m a n c e
Junkers Come Here,160133,"brittneywilson lisaannbeley seancampbell trevordevall jun'ichisatô,robbakewell A n i m a t i o n   C h i l d r e n"
The Funhouse Massacre,160139,robertenglund jereburns scottiethompson mattangel andypalmer H o r r o r
Girl in Woods,160141,charismacarpenter julietreeveslondon jeremylondon leeperkins jeremybenson D r a m a   H o r r o r   T h r i l l e r
The Corpse of Anna Fritz,160145,albaribas cristianvalencia albertcarbó bernatsaumell hèctorhernándezvicens D r a m a   T h r i l l e r
Mythica: The Necromancer,160147,melaniestone adamjohnson jakestormoen nicolaposener a.toddsmith A c t i o n   A d v e n t u r e   F a n t a s y
Complete Unknown,160149,erindarke rachelweisz hanseltan fatye joshuamarston D r a m a
Kobe Bryant's Muse,160151,kareemabdul-jabbar johns.battle larrybird joebryant gothamchopra D o c u m e n t a r y
The Hero of Color City,160159,elizabethdaily christinaricci tomlowell jessharnell frankgladstone A n i m a t i o n
The Asian Connection,160169,pimbubear johnedwardlee stevenseagal michaeljaiwhite danielzirilli A c t i o n
Vares: Tango of Darkness,160173,anttireini jussilampi anna-leenahärkönen sarihavas lauritörhönen ( n o   g e n r e s   l i s t e d )
Garter Snake,160177,anttireini mattionnismaa eppusalminen jasperpääkkönen lauritörhönen A c t i o n   C r i m e
Priest of Evil,160179,peterfranzén irinabjörklund samposarkola jennibanerjee ollisaarela A c t i o n   T h r i l l e r
Oldboys,160181,kristianhalken roberthansen laurachristensen rasmusbjerg nikolajsteen C o m e d y   D r a m a
The Art of Organized Noize,160183,2chainz andrébenjamin bigboi sleepybrown quincyjonesiii D o c u m e n t a r y
Gangnam Blues,160185,min-holee rae-wonkim jin-youngjung ji-sookim hayoo A c t i o n   C r i m e   T h r i l l e r
Blackway,160187,anthonyhopkins juliastiles rayliotta alexanderludwig danielalfredson T h r i l l e r
To Catch a Killer,160189,briandennehy michaelriley margotkidder megfoster erictill C r i m e   D r a m a   T h r i l l e r
Identicals,160191,nora-janenoone tonyway nickblood lachlannieboer simonpummell S c i - F i
Adam Green's Aladdin,160193,jonwiley michaelcummings yasmingreen tobygoodshank adamgreen C o m e d y   F a n t a s y
Styria,160203,"eleanortomlinson stephenrea erikamarozsán juleswillcox mauriciochernovetzky,markdevendorf F a n t a s y   H o r r o r   M y s t e r y   T h r i l l e r"
Life Feels Good,160205,dawidogrodnik dorotakolak arkadiuszjakubik helenasujecka maciejpieprzyca D r a m a
Fasten Your Seatbelts,160207,kasiasmutniak francescoarca filipposcicchitano carolinacrescentini ferzanozpetek C o m e d y   D r a m a
The Resurrection of Jake the Snake,160209,steveaustin louiebenson joecase adamcopeland steveyu D o c u m e n t a r y
Double Identity,160219,valkilmer izabellamiko julianwadham hristoshopov dennisdimster C r i m e   T h r i l l e r
Future Kick,160223,donwilson megfoster chrispenn eblottimer damianklaus A c t i o n   S c i - F i
What Now? Remind Me,160227,joaquimpinto nunoleonel sergedaney raoulruiz joaquimpinto D o c u m e n t a r y   D r a m a
Robbery,160233,stanleybaker joannapettet jamesbooth frankfinlay peteryates C o m e d y
Be Somebody,160236,matthewespinosa sarahjeffery allisonpaige tavasmiley joshuacaldwell C o m e d y   R o m a n c e
Stockholm,160238,"javierpereira auragarrido jesúscaba susanaabaitua borjasoler(co-director),rodrigosorogoyen(co-director) D r a m a   R o m a n c e"
Will You Still Love Me Tomorrow?,160240,richiejen mavisfan chin-hangshih kimihsia arvinchen ( n o   g e n r e s   l i s t e d )
Fight Church,160251,"paulburress johnrenken nahshonnicks prestonhocker danieljunge,bryanstorkel D o c u m e n t a r y"
Fixing Frank,160265,danbutler andrewelvismiller paulprovenza andrewgitzy michaelselditch D r a m a
Fratricide,160269,xevatgectan erdalcelik bulentbuyukasik nurretincelik yilmazarslan ( n o   g e n r e s   l i s t e d )
Central Intelligence,160271,dwaynejohnson kevinhart amyryan daniellenicolet rawsonmarshallthurber A c t i o n   C o m e d y
Aarakshan,160273,amitabhbachchan saifalikhan manojbajpayee deepikapadukone prakashjha D r a m a
Chakravyuh,160277,arjunrampal abhaydeol manojbajpayee eshagupta prakashjha ( n o   g e n r e s   l i s t e d )
Dasvidaniya,160279,vinaypathak saritajoshi rajatkapoor saurabhshukla shashantshah D r a m a
Do Dooni Chaar,160281,rishikapoor neetusingh aditivasudev architkrishna habibfaisal C o m e d y   D r a m a
Dum Maaro Dum,160283,abhishekbachchan bipashabasu ranadaggubati prateik rohansippy A c t i o n   C r i m e   D r a m a
Redemption Trail,160287,lilyrabe lisagayhamilton jakeweber hamishlinklater brittasjogren D r a m a
O.J.: Made in America,160289,kareemabdul-jabbar mikealbanese muhammadali marcusallen ezraedelman D o c u m e n t a r y
"Mother, May I Sleep with Danger?",160291,emilymeade leilageorge nickeversman ivansergei melanieaitkenhead T h r i l l e r
Miami Magma,160299,annaadair staceyasaro cleavantderricks josephdiaz todorchapkanov A c t i o n   S c i - F i
Udta Punjab,160301,shahidkapoor aliabhatt kareenakapoor diljitdosanjh abhishekchaubey C r i m e   D r a m a   T h r i l l e r
The Drummer,160321,jayceechan angelicalee roycheung josieho kennethbi A c t i o n   D r a m a
I Love Hong Kong,160325,"tonykafaileung sandrakwanyueng anitayuen aarifrahman shu-kaichung,erictsang C o m e d y"
I Love Hong Kong 2012,160329,"erictsang teresamo boscowong deniseho wilsonchin,shu-kaichung C o m e d y"
Bloodmoon,160341,garydaniels chuckjeffreys frankgorshin darrenshahlavi siu-hungleung A c t i o n   T h r i l l e r
Rise of the Gargoyles,160348,ericbalfour carolinenéron justinsalinger ifanhuwdafydd billcorcoran H o r r o r
Alien Lockdown,160350,jamesmarshall michellegoh johnsavage martinkove abramcox S c i - F i
Dark Moon Rising,160352,anastasiaantonia ericroberts khu billyblanks justinprice F a n t a s y   H o r r o r
Dark Moon Rising,160352,anastasiaantonia ericroberts khu billyblanks justinprice F a n t a s y   H o r r o r
Dark Moon Rising,160354,anastasiaantonia ericroberts khu billyblanks justinprice H o r r o r
Dark Moon Rising,160354,anastasiaantonia ericroberts khu billyblanks justinprice H o r r o r
How to Let Go of the World and Love All the Things Climate Can't Change,160360,lesterbrown ellachou timdechristopher wudi joshfox D o c u m e n t a r y
Mansquito,160370,corinnemec musettavander mattjordon patrickdreikauss tibortakács H o r r o r   S c i - F i
"The Strange History of Don't Ask, Don't Tell",160388,"carllevin robertgates mikemullen johnmccain fentonbailey,randybarbato D r a m a"
Gayby Baby,160394,mattyoung mayanewell ( n o   g e n r e s   l i s t e d )
A Letter to Uncle Boonmee,160398,kumgiengjittamaat mitijittamaat phetmongkolchantawong nuttaponkemthong apichatpongweerasethakul ( n o   g e n r e s   l i s t e d )
Rags,160402,kekepalmer maxschneider isaiahmustafa avanjogia billewoodruff C o m e d y   D r a m a
Barrela: Escola de Crimes,160404,paulocésarperéio cláudiomamberti marcospalmeira chicodíaz marcoantoniocury C r i m e
El Estudiante,160408,jorgelavat normalazareno josécarlosruiz cristinaobregón robertogirault D r a m a
Mais Uma Vez Amor,160414,julianapaes danstulbach jullie paulonigro rosanesvartman C o m e d y   R o m a n c e
Fantastic Lies,160416,joealleva bradleybannon billbell richardh.brodhead marinazenovich D o c u m e n t a r y
IP5: The Island of Pachyderms,160418,yvesmontand oliviermartinez sekkousall géraldinepailhas jean-jacquesbeineix D r a m a
Thithi,160420,thammegowdas. channegowda abhishekh.n. poojas.m. raamreddy ( n o   g e n r e s   l i s t e d )
Internet Famous,160426,shanedawson stevegreene wendymccolm amandacerny michaelj.gallagher ( n o   g e n r e s   l i s t e d )
Header,160430,jakesuffian elliotv.kotek dickmullaney michaelphilipanthony archibaldflancranstin H o r r o r
Te3n,160436,amitabhbachchan nawazuddinsiddiqui vidyabalan mukeshchhabra ribhudasgupta T h r i l l e r
Jason Bourne,160438,mattdamon tommyleejones aliciavikander vincentcassel paulgreengrass A c t i o n
The Maid's Room,160440,paulagarcés annabellasciorra billcamp philipettinger michaelwalker T h r i l l e r
Ghanchakkar,160444,vidyabalan emraanhashmi rajeshsharma parvindabas rajkumargupta C o m e d y   C r i m e   T h r i l l e r
Khichdi: The Movie,160446,supriyapathak anangdesai rajeevmehta nimishavakharia aatishkapadia C h i l d r e n   C o m e d y
Mirch,160450,arunodaysingh raimasen konkonasensharma tiscachopra vinayshukla D r a m a   R o m a n c e
Miss Lovely,160452,nawazuddinsiddiqui niharikasingh anilgeorge zeenabhatia ashimahluwalia D r a m a
Oye Lucky! Lucky Oye!,160454,abhaydeol pareshrawal neetuchandra archanapuransingh dibakarbanerjee A c t i o n   C o m e d y
Phas Gaye Re Obama,160456,rajatkapoor nehadhupia sanjaymishra manurishichadha subhashkapoor C o m e d y   C r i m e
Saheb Biwi Aur Gangster Returns,160458,jimmysheirgill mahiegill irrfankhan sohaalikhan tigmanshudhulia A c t i o n   C r i m e   D r a m a   T h r i l l e r
